class,feature,n_positive,n_negative,class_min,class_p10,class_p25,class_median,class_p75,class_p90,class_max,class_mean,class_std,other_min,other_p10,other_p25,other_median,other_p75,other_p90,other_max,other_mean,other_std,median_gap,auc,strength,direction,recommendation
01_Good,max_aspect_ratio,50,250,1.1,1.325,1.6166666666666667,2.1714285714285717,3.0,3.516666666666667,4.666666666666667,2.312857142857143,0.8812916978443304,0.0,0.0,1.25,2.0,3.0,4.699999999999998,47.333333333333336,3.130622053590614,5.318003288717145,0.1714285714285717,0.53136,0.06272000000000011,HIGH,DROP
01_Good,max_streak_area_ratio,50,250,0.00014019012451171875,0.0008723258972167969,0.0014951229095458984,0.003827810287475586,0.013818740844726562,0.03227276802062989,0.05600452423095703,0.01125560760498047,0.014157837961418765,6.628036499023438e-05,0.0001784801483154297,0.0010825395584106445,0.005330085754394531,0.0094987154006958,0.019165706634521475,0.10162162780761719,0.009015825271606446,0.013680505021710962,-0.0015022754669189453,0.54496,0.08992,HIGH,DROP
01_Good,max_streak_aspect_ratio,50,250,1.5447455670105796,2.693310565059848,2.9697087794658152,3.2486560775504145,3.8544355298688915,4.7162228325337505,6.076923076923077,3.5144638823556056,0.8961181110501141,1.85,2.5849044923833557,3.283305998802683,4.057707904139212,9.833071946692474,24.440099509168896,62.5983877688848,9.24153783950971,11.71857628638388,-0.8090518265887976,0.32168,0.35663999999999996,LOW,DROP
01_Good,max_streak_length_ratio,50,250,0.025919882463180624,0.03736517606793114,0.04328881144439613,0.09993298058475572,0.1432556787538991,0.26248564766659954,0.5434502312439579,0.1189402592732035,0.100381327648473,0.018023021069779755,0.028243813591955762,0.045885381975109635,0.10377877514425352,0.29750726481840395,0.7069569407107216,0.8338594662793013,0.2295921431707037,0.25319954068295,-0.003845794559497795,0.43272,0.13456,LOW,DROP
01_Good,mean_aspect_ratio,50,250,1.025,1.098137808483077,1.1249921972534334,1.1515541035084587,1.1831930014430014,1.2467640692640694,1.6666666666666667,1.1732670659061168,0.10250679298268546,0.0,0.0,1.0867559467694796,1.1487336149428335,1.2265415087110578,1.333612004712922,4.0,0.9846137158884045,0.5244849346879062,0.002820488565625112,0.52452,0.04903999999999997,HIGH,DROP
01_Good,mean_circularity,50,250,0.6981317007977318,0.7421614426933775,0.7674611844450305,0.7877644409850854,0.7996751075909777,0.8046181751049073,0.8291420057483849,0.7802962472047743,0.026164055037746114,0.0,0.0,0.6264796246797902,0.754019501726847,0.7911785861968025,0.8108138659338371,0.8982491906543908,0.6051388659292153,0.3019724190739409,0.033744939258238404,0.68256,0.3651199999999999,HIGH,DROP
01_Good,mean_fwhm,50,250,12.267666071933633,16.74896826011668,18.94813312473451,20.638451329439437,21.669854817232828,23.13115345921128,26.365451584035668,20.32491837451584,2.5141888468407307,0.0,0.0,11.400202160456363,16.881427878374325,22.204185386312254,27.46492562868547,43.62471439793461,15.515004536076543,9.488284930114947,3.7570234510651126,0.66048,0.3209599999999999,HIGH,DROP
01_Good,mean_hfr,50,250,6.367039698691947,8.831167629249387,10.04231818732033,10.9884632588543,11.48016511935531,12.375965276774158,14.218188253129952,10.701339697343451,1.46989131976528,0.0,0.0,5.131620740073559,8.606483499262328,11.473968394994618,13.442039549743722,24.124919184648697,7.834141114288186,4.941418781978961,2.381979759591971,0.68016,0.36032,HIGH,DROP
01_Good,mean_hollowness,50,250,3.92156862538684e-09,3.92156862538684e-09,3.92156862538684e-09,0.004880065017786364,0.011311932389410794,0.03222584240580345,0.05604245981173756,0.009895282861194349,0.013657833726494203,0.0,0.0,3.92156862538684e-09,0.002137394019218564,0.015108462641187969,0.06556318544389038,0.44699628566727,0.025108742941567324,0.06351708473760558,0.0027426709985677996,0.55212,0.10424000000000011,HIGH,DROP
01_Good,mean_intensity,50,250,36.59218883514404,53.09723482131958,76.05976891517639,112.86551856994629,122.45696926116943,124.63222827911378,129.6940803527832,99.62710819244384,28.91323901773065,3.546128273010254,13.03135986328125,30.19192862510681,110.73787546157837,122.0389997959137,125.39753942489624,132.2888889312744,83.55898112106323,45.44100244813082,2.12764310836792,0.57984,0.15968000000000004,HIGH,DROP
