class,feature,fold,auc,strength,direction,n_positive,n_negative
05_No_Star,elongated_star_ratio,4,0.09,0.8200000000000001,LOW,10,50
05_No_Star,elongated_star_ratio,5,0.06,0.88,LOW,10,50
05_No_Star,line_angle_std,1,0.608,0.21599999999999997,HIGH,10,50
05_No_Star,line_angle_std,2,0.546,0.09200000000000008,HIGH,10,50
05_No_Star,line_angle_std,3,0.656,0.31200000000000006,HIGH,10,50
05_No_Star,line_angle_std,4,0.624,0.248,HIGH,10,50
05_No_Star,line_angle_std,5,0.412,0.17600000000000005,LOW,10,50
05_No_Star,long_line_count,1,0.58,0.15999999999999992,HIGH,10,50
05_No_Star,long_line_count,2,0.606,0.21199999999999997,HIGH,10,50
05_No_Star,long_line_count,3,0.574,0.1479999999999999,HIGH,10,50
05_No_Star,long_line_count,4,0.409,0.18200000000000005,LOW,10,50
05_No_Star,long_line_count,5,0.396,0.20799999999999996,LOW,10,50
05_No_Star,longest_line_ratio,1,0.663,0.32600000000000007,HIGH,10,50
05_No_Star,longest_line_ratio,2,0.833,0.6659999999999999,HIGH,10,50
05_No_Star,longest_line_ratio,3,0.746,0.492,HIGH,10,50
05_No_Star,longest_line_ratio,4,0.68,0.3600000000000001,HIGH,10,50
05_No_Star,longest_line_ratio,5,0.791,0.5820000000000001,HIGH,10,50
05_No_Star,max_aspect_ratio,1,0.022,0.956,LOW,10,50
05_No_Star,max_aspect_ratio,2,0.012,0.976,LOW,10,50
05_No_Star,max_aspect_ratio,3,0.016,0.968,LOW,10,50
05_No_Star,max_aspect_ratio,4,0.044,0.912,LOW,10,50
05_No_Star,max_aspect_ratio,5,0.016,0.968,LOW,10,50
05_No_Star,max_streak_area_ratio,1,0.252,0.496,LOW,10,50
05_No_Star,max_streak_area_ratio,2,0.36,0.28,LOW,10,50
05_No_Star,max_streak_area_ratio,3,0.35,0.30000000000000004,LOW,10,50
05_No_Star,max_streak_area_ratio,4,0.118,0.764,LOW,10,50
05_No_Star,max_streak_area_ratio,5,0.36,0.28,LOW,10,50
05_No_Star,max_streak_aspect_ratio,1,0.382,0.236,LOW,10,50
05_No_Star,max_streak_aspect_ratio,2,0.499,0.0020000000000000018,LOW,10,50
05_No_Star,max_streak_aspect_ratio,3,0.562,0.12400000000000011,HIGH,10,50
05_No_Star,max_streak_aspect_ratio,4,0.572,0.1439999999999999,HIGH,10,50
05_No_Star,max_streak_aspect_ratio,5,0.401,0.19799999999999995,LOW,10,50
05_No_Star,max_streak_length_ratio,1,0.23,0.54,LOW,10,50
05_No_Star,max_streak_length_ratio,2,0.308,0.384,LOW,10,50
05_No_Star,max_streak_length_ratio,3,0.31,0.38,LOW,10,50
05_No_Star,max_streak_length_ratio,4,0.118,0.764,LOW,10,50
05_No_Star,max_streak_length_ratio,5,0.31,0.38,LOW,10,50
05_No_Star,mean_aspect_ratio,1,0.022,0.956,LOW,10,50
05_No_Star,mean_aspect_ratio,2,0.012,0.976,LOW,10,50
05_No_Star,mean_aspect_ratio,3,0.039,0.922,LOW,10,50
05_No_Star,mean_aspect_ratio,4,0.119,0.762,LOW,10,50
05_No_Star,mean_aspect_ratio,5,0.016,0.968,LOW,10,50
05_No_Star,mean_circularity,1,0.078,0.844,LOW,10,50
05_No_Star,mean_circularity,2,0.168,0.6639999999999999,LOW,10,50
05_No_Star,mean_circularity,3,0.201,0.598,LOW,10,50
05_No_Star,mean_circularity,4,0.154,0.692,LOW,10,50
05_No_Star,mean_circularity,5,0.162,0.6759999999999999,LOW,10,50
05_No_Star,mean_fwhm,1,0.028,0.944,LOW,10,50
05_No_Star,mean_fwhm,2,0.034,0.9319999999999999,LOW,10,50
05_No_Star,mean_fwhm,3,0.053,0.894,LOW,10,50
05_No_Star,mean_fwhm,4,0.056,0.888,LOW,10,50
05_No_Star,mean_fwhm,5,0.048,0.904,LOW,10,50
05_No_Star,mean_hfr,1,0.044,0.912,LOW,10,50
05_No_Star,mean_hfr,2,0.048,0.904,LOW,10,50
05_No_Star,mean_hfr,3,0.077,0.846,LOW,10,50
05_No_Star,mean_hfr,4,0.068,0.864,LOW,10,50
05_No_Star,mean_hfr,5,0.068,0.864,LOW,10,50
05_No_Star,mean_hollowness,1,0.033,0.9339999999999999,LOW,10,50
05_No_Star,mean_hollowness,2,0.028,0.944,LOW,10,50
05_No_Star,mean_hollowness,3,0.043,0.914,LOW,10,50
05_No_Star,mean_hollowness,4,0.056,0.888,LOW,10,50
05_No_Star,mean_hollowness,5,0.034,0.9319999999999999,LOW,10,50
05_No_Star,mean_intensity,1,0.96,0.9199999999999999,HIGH,10,50
05_No_Star,mean_intensity,2,0.93,0.8600000000000001,HIGH,10,50
05_No_Star,mean_intensity,3,0.962,0.9239999999999999,HIGH,10,50
05_No_Star,mean_intensity,4,0.98,0.96,HIGH,10,50
05_No_Star,mean_intensity,5,0.928,0.8560000000000001,HIGH,10,50
05_No_Star,mean_star_area,1,0.024,0.952,LOW,10,50
05_No_Star,mean_star_area,2,0.012,0.976,LOW,10,50
05_No_Star,mean_star_area,3,0.015,0.97,LOW,10,50
05_No_Star,mean_star_area,4,0.04,0.92,LOW,10,50
05_No_Star,mean_star_area,5,0.029,0.942,LOW,10,50
05_No_Star,median_eccentricity,1,0.076,0.848,LOW,10,50
05_No_Star,median_eccentricity,2,0.026,0.948,LOW,10,50
05_No_Star,median_eccentricity,3,0.065,0.87,LOW,10,50
05_No_Star,median_eccentricity,4,0.138,0.724,LOW,10,50
05_No_Star,median_eccentricity,5,0.062,0.876,LOW,10,50
05_No_Star,median_fwhm,1,0.042,0.916,LOW,10,50
05_No_Star,median_fwhm,2,0.052,0.896,LOW,10,50
05_No_Star,median_fwhm,3,0.093,0.8140000000000001,LOW,10,50
05_No_Star,median_fwhm,4,0.072,0.856,LOW,10,50
05_No_Star,median_fwhm,5,0.07,0.86,LOW,10,50
05_No_Star,median_fwhm_ratio,1,0.076,0.848,LOW,10,50
05_No_Star,median_fwhm_ratio,2,0.024,0.952,LOW,10,50
05_No_Star,median_fwhm_ratio,3,0.065,0.87,LOW,10,50
05_No_Star,median_fwhm_ratio,4,0.138,0.724,LOW,10,50
05_No_Star,median_fwhm_ratio,5,0.062,0.876,LOW,10,50
05_No_Star,median_hfr,1,0.056,0.888,LOW,10,50
05_No_Star,median_hfr,2,0.068,0.864,LOW,10,50
05_No_Star,median_hfr,3,0.109,0.782,LOW,10,50
05_No_Star,median_hfr,4,0.084,0.832,LOW,10,50
05_No_Star,median_hfr,5,0.09,0.8200000000000001,LOW,10,50
05_No_Star,saturated_ratio,1,0.88,0.76,HIGH,10,50
05_No_Star,saturated_ratio,2,0.906,0.812,HIGH,10,50
05_No_Star,saturated_ratio,3,0.878,0.756,HIGH,10,50
05_No_Star,saturated_ratio,4,0.894,0.788,HIGH,10,50
05_No_Star,saturated_ratio,5,0.918,0.8360000000000001,HIGH,10,50
05_No_Star,sharpness,1,0.898,0.796,HIGH,10,50
05_No_Star,sharpness,2,0.898,0.796,HIGH,10,50
05_No_Star,sharpness,3,0.888,0.776,HIGH,10,50
05_No_Star,sharpness,4,0.968,0.9359999999999999,HIGH,10,50
05_No_Star,sharpness,5,0.852,0.704,HIGH,10,50
05_No_Star,star_count,1,0.023,0.954,LOW,10,50
05_No_Star,star_count,2,0.014,0.972,LOW,10,50
05_No_Star,star_count,3,0.017,0.966,LOW,10,50
05_No_Star,star_count,4,0.039,0.922,LOW,10,50
05_No_Star,star_count,5,0.02,0.96,LOW,10,50
05_No_Star,std_intensity,1,0.938,0.8759999999999999,HIGH,10,50
05_No_Star,std_intensity,2,0.946,0.8919999999999999,HIGH,10,50
05_No_Star,std_intensity,3,0.974,0.948,HIGH,10,50
05_No_Star,std_intensity,4,0.97,0.94,HIGH,10,50
05_No_Star,std_intensity,5,0.972,0.944,HIGH,10,50
05_No_Star,streak_count,1,0.39,0.21999999999999997,LOW,10,50
05_No_Star,streak_count,2,0.39,0.21999999999999997,LOW,10,50
05_No_Star,streak_count,3,0.38,0.24,LOW,10,50
05_No_Star,streak_count,4,0.39,0.21999999999999997,LOW,10,50
05_No_Star,streak_count,5,0.42,0.16000000000000003,LOW,10,50
05_No_Star,valid_profile_count,1,0.023,0.954,LOW,10,50
05_No_Star,valid_profile_count,2,0.014,0.972,LOW,10,50
05_No_Star,valid_profile_count,3,0.017,0.966,LOW,10,50
05_No_Star,valid_profile_count,4,0.039,0.922,LOW,10,50
05_No_Star,valid_profile_count,5,0.02,0.96,LOW,10,50
06_Satellite,axis_aligned_line_ratio,1,0.587,0.17399999999999993,HIGH,10,50
06_Satellite,axis_aligned_line_ratio,2,0.47,0.06000000000000005,LOW,10,50
06_Satellite,axis_aligned_line_ratio,3,0.602,0.20399999999999996,HIGH,10,50
06_Satellite,axis_aligned_line_ratio,4,0.458,0.08399999999999996,LOW,10,50
06_Satellite,axis_aligned_line_ratio,5,0.678,0.3560000000000001,HIGH,10,50
06_Satellite,background_mad,1,0.574,0.1479999999999999,HIGH,10,50
06_Satellite,background_mad,2,0.536,0.07200000000000006,HIGH,10,50
06_Satellite,background_mad,3,0.626,0.252,HIGH,10,50
06_Satellite,background_mad,4,0.525,0.050000000000000044,HIGH,10,50
06_Satellite,background_mad,5,0.482,0.03600000000000003,LOW,10,50
06_Satellite,background_median,1,0.646,0.29200000000000004,HIGH,10,50
06_Satellite,background_median,2,0.626,0.252,HIGH,10,50
06_Satellite,background_median,3,0.544,0.08800000000000008,HIGH,10,50
06_Satellite,background_median,4,0.547,0.09400000000000008,HIGH,10,50
06_Satellite,background_median,5,0.511,0.02200000000000002,HIGH,10,50
06_Satellite,bright_area_ratio,1,0.554,0.1080000000000001,HIGH,10,50
06_Satellite,bright_area_ratio,2,0.516,0.03200000000000003,HIGH,10,50
06_Satellite,bright_area_ratio,3,0.474,0.052000000000000046,LOW,10,50
06_Satellite,bright_area_ratio,4,0.562,0.12400000000000011,HIGH,10,50
06_Satellite,bright_area_ratio,5,0.594,0.18799999999999994,HIGH,10,50
06_Satellite,diagonal_line_ratio,1,0.533,0.06600000000000006,HIGH,10,50
06_Satellite,diagonal_line_ratio,2,0.597,0.19399999999999995,HIGH,10,50
06_Satellite,diagonal_line_ratio,3,0.526,0.052000000000000046,HIGH,10,50
06_Satellite,diagonal_line_ratio,4,0.598,0.19599999999999995,HIGH,10,50
06_Satellite,diagonal_line_ratio,5,0.502,0.0040000000000000036,HIGH,10,50
06_Satellite,elongated_angle_consistency,1,0.721,0.44199999999999995,HIGH,10,50
06_Satellite,elongated_angle_consistency,2,0.806,0.6120000000000001,HIGH,10,50
06_Satellite,elongated_angle_consistency,3,0.536,0.07200000000000006,HIGH,10,50
06_Satellite,elongated_angle_consistency,4,0.727,0.45399999999999996,HIGH,10,50
06_Satellite,elongated_angle_consistency,5,0.679,0.3580000000000001,HIGH,10,50
06_Satellite,elongated_angle_std,1,0.277,0.44599999999999995,LOW,10,50
06_Satellite,elongated_angle_std,2,0.194,0.612,LOW,10,50
06_Satellite,elongated_angle_std,3,0.464,0.07199999999999995,LOW,10,50
06_Satellite,elongated_angle_std,4,0.273,0.45399999999999996,LOW,10,50
06_Satellite,elongated_angle_std,5,0.321,0.358,LOW,10,50
06_Satellite,elongated_star_count,1,0.496,0.008000000000000007,LOW,10,50
06_Satellite,elongated_star_count,2,0.558,0.1160000000000001,HIGH,10,50
06_Satellite,elongated_star_count,3,0.547,0.09400000000000008,HIGH,10,50
06_Satellite,elongated_star_count,4,0.625,0.25,HIGH,10,50
06_Satellite,elongated_star_count,5,0.566,0.1319999999999999,HIGH,10,50
06_Satellite,elongated_star_ratio,1,0.57,0.1399999999999999,HIGH,10,50
06_Satellite,elongated_star_ratio,2,0.66,0.32000000000000006,HIGH,10,50
06_Satellite,elongated_star_ratio,3,0.708,0.4159999999999999,HIGH,10,50
06_Satellite,elongated_star_ratio,4,0.687,0.3740000000000001,HIGH,10,50
06_Satellite,elongated_star_ratio,5,0.576,0.1519999999999999,HIGH,10,50
06_Satellite,line_angle_std,1,0.644,0.28800000000000003,HIGH,10,50
06_Satellite,line_angle_std,2,0.49,0.020000000000000018,LOW,10,50
06_Satellite,line_angle_std,3,0.698,0.3959999999999999,HIGH,10,50
06_Satellite,line_angle_std,4,0.546,0.09200000000000008,HIGH,10,50
06_Satellite,line_angle_std,5,0.568,0.1359999999999999,HIGH,10,50
06_Satellite,long_line_count,1,0.499,0.0020000000000000018,LOW,10,50
06_Satellite,long_line_count,2,0.579,0.15799999999999992,HIGH,10,50
06_Satellite,long_line_count,3,0.752,0.504,HIGH,10,50
06_Satellite,long_line_count,4,0.468,0.06399999999999995,LOW,10,50
06_Satellite,long_line_count,5,0.585,0.16999999999999993,HIGH,10,50
06_Satellite,longest_line_ratio,1,0.607,0.21399999999999997,HIGH,10,50
06_Satellite,longest_line_ratio,2,0.46,0.07999999999999996,LOW,10,50
06_Satellite,longest_line_ratio,3,0.646,0.29200000000000004,HIGH,10,50
06_Satellite,longest_line_ratio,4,0.54,0.08000000000000007,HIGH,10,50
06_Satellite,longest_line_ratio,5,0.525,0.050000000000000044,HIGH,10,50
06_Satellite,max_aspect_ratio,1,0.67,0.3400000000000001,HIGH,10,50
06_Satellite,max_aspect_ratio,2,0.623,0.246,HIGH,10,50
06_Satellite,max_aspect_ratio,3,0.593,0.18599999999999994,HIGH,10,50
06_Satellite,max_aspect_ratio,4,0.606,0.21199999999999997,HIGH,10,50
06_Satellite,max_aspect_ratio,5,0.58,0.15999999999999992,HIGH,10,50
06_Satellite,max_streak_area_ratio,1,0.676,0.3520000000000001,HIGH,10,50
06_Satellite,max_streak_area_ratio,2,0.71,0.41999999999999993,HIGH,10,50
06_Satellite,max_streak_area_ratio,3,0.764,0.528,HIGH,10,50
06_Satellite,max_streak_area_ratio,4,0.71,0.41999999999999993,HIGH,10,50
06_Satellite,max_streak_area_ratio,5,0.796,0.5920000000000001,HIGH,10,50
06_Satellite,max_streak_aspect_ratio,1,0.978,0.956,HIGH,10,50
06_Satellite,max_streak_aspect_ratio,2,0.866,0.732,HIGH,10,50
06_Satellite,max_streak_aspect_ratio,3,0.968,0.9359999999999999,HIGH,10,50
06_Satellite,max_streak_aspect_ratio,4,0.734,0.46799999999999997,HIGH,10,50
06_Satellite,max_streak_aspect_ratio,5,0.982,0.964,HIGH,10,50
06_Satellite,max_streak_length_ratio,1,0.914,0.8280000000000001,HIGH,10,50
06_Satellite,max_streak_length_ratio,2,0.904,0.808,HIGH,10,50
06_Satellite,max_streak_length_ratio,3,0.932,0.8640000000000001,HIGH,10,50
06_Satellite,max_streak_length_ratio,4,0.902,0.804,HIGH,10,50
06_Satellite,max_streak_length_ratio,5,0.984,0.968,HIGH,10,50
06_Satellite,mean_aspect_ratio,1,0.616,0.23199999999999998,HIGH,10,50
06_Satellite,mean_aspect_ratio,2,0.67,0.3400000000000001,HIGH,10,50
06_Satellite,mean_aspect_ratio,3,0.64,0.28,HIGH,10,50
06_Satellite,mean_aspect_ratio,4,0.65,0.30000000000000004,HIGH,10,50
06_Satellite,mean_aspect_ratio,5,0.578,0.15599999999999992,HIGH,10,50
06_Satellite,mean_circularity,1,0.66,0.32000000000000006,HIGH,10,50
06_Satellite,mean_circularity,2,0.542,0.08400000000000007,HIGH,10,50
06_Satellite,mean_circularity,3,0.534,0.06800000000000006,HIGH,10,50
06_Satellite,mean_circularity,4,0.576,0.1519999999999999,HIGH,10,50
06_Satellite,mean_circularity,5,0.498,0.0040000000000000036,LOW,10,50
06_Satellite,mean_fwhm,1,0.746,0.492,HIGH,10,50
06_Satellite,mean_fwhm,2,0.662,0.32400000000000007,HIGH,10,50
06_Satellite,mean_fwhm,3,0.712,0.42399999999999993,HIGH,10,50
06_Satellite,mean_fwhm,4,0.772,0.544,HIGH,10,50
06_Satellite,mean_fwhm,5,0.72,0.43999999999999995,HIGH,10,50
06_Satellite,mean_hfr,1,0.808,0.6160000000000001,HIGH,10,50
06_Satellite,mean_hfr,2,0.7,0.3999999999999999,HIGH,10,50
06_Satellite,mean_hfr,3,0.79,0.5800000000000001,HIGH,10,50
06_Satellite,mean_hfr,4,0.842,0.6839999999999999,HIGH,10,50
06_Satellite,mean_hfr,5,0.746,0.492,HIGH,10,50
06_Satellite,mean_hollowness,1,0.476,0.04800000000000004,LOW,10,50
06_Satellite,mean_hollowness,2,0.46,0.07999999999999996,LOW,10,50
06_Satellite,mean_hollowness,3,0.47,0.06000000000000005,LOW,10,50
06_Satellite,mean_hollowness,4,0.545,0.09000000000000008,HIGH,10,50
06_Satellite,mean_hollowness,5,0.466,0.06799999999999995,LOW,10,50
06_Satellite,mean_intensity,1,0.63,0.26,HIGH,10,50
06_Satellite,mean_intensity,2,0.616,0.23199999999999998,HIGH,10,50
06_Satellite,mean_intensity,3,0.544,0.08800000000000008,HIGH,10,50
06_Satellite,mean_intensity,4,0.546,0.09200000000000008,HIGH,10,50
06_Satellite,mean_intensity,5,0.502,0.0040000000000000036,HIGH,10,50
06_Satellite,mean_star_area,1,0.714,0.42799999999999994,HIGH,10,50
06_Satellite,mean_star_area,2,0.668,0.3360000000000001,HIGH,10,50
06_Satellite,mean_star_area,3,0.694,0.3879999999999999,HIGH,10,50
06_Satellite,mean_star_area,4,0.688,0.3759999999999999,HIGH,10,50
06_Satellite,mean_star_area,5,0.674,0.3480000000000001,HIGH,10,50
06_Satellite,median_eccentricity,1,0.416,0.16800000000000004,LOW,10,50
06_Satellite,median_eccentricity,2,0.53,0.06000000000000005,HIGH,10,50
06_Satellite,median_eccentricity,3,0.454,0.09199999999999997,LOW,10,50
06_Satellite,median_eccentricity,4,0.468,0.06399999999999995,LOW,10,50
06_Satellite,median_eccentricity,5,0.584,0.16799999999999993,HIGH,10,50
06_Satellite,median_fwhm,1,0.71,0.41999999999999993,HIGH,10,50
06_Satellite,median_fwhm,2,0.608,0.21599999999999997,HIGH,10,50
06_Satellite,median_fwhm,3,0.688,0.3759999999999999,HIGH,10,50
06_Satellite,median_fwhm,4,0.732,0.46399999999999997,HIGH,10,50
06_Satellite,median_fwhm,5,0.68,0.3600000000000001,HIGH,10,50
06_Satellite,median_fwhm_ratio,1,0.414,0.17200000000000004,LOW,10,50
06_Satellite,median_fwhm_ratio,2,0.524,0.04800000000000004,HIGH,10,50
06_Satellite,median_fwhm_ratio,3,0.454,0.09199999999999997,LOW,10,50
06_Satellite,median_fwhm_ratio,4,0.468,0.06399999999999995,LOW,10,50
06_Satellite,median_fwhm_ratio,5,0.582,0.16399999999999992,HIGH,10,50
06_Satellite,median_hfr,1,0.774,0.548,HIGH,10,50
06_Satellite,median_hfr,2,0.67,0.3400000000000001,HIGH,10,50
06_Satellite,median_hfr,3,0.742,0.484,HIGH,10,50
06_Satellite,median_hfr,4,0.798,0.5960000000000001,HIGH,10,50
06_Satellite,median_hfr,5,0.684,0.3680000000000001,HIGH,10,50
06_Satellite,saturated_ratio,1,0.573,0.1459999999999999,HIGH,10,50
06_Satellite,saturated_ratio,2,0.59,0.17999999999999994,HIGH,10,50
06_Satellite,saturated_ratio,3,0.598,0.19599999999999995,HIGH,10,50
06_Satellite,saturated_ratio,4,0.52,0.040000000000000036,HIGH,10,50
06_Satellite,saturated_ratio,5,0.561,0.12200000000000011,HIGH,10,50
06_Satellite,sharpness,1,0.61,0.21999999999999997,HIGH,10,50
06_Satellite,sharpness,2,0.548,0.09600000000000009,HIGH,10,50
06_Satellite,sharpness,3,0.64,0.28,HIGH,10,50
06_Satellite,sharpness,4,0.508,0.016000000000000014,HIGH,10,50
06_Satellite,sharpness,5,0.486,0.028000000000000025,LOW,10,50
06_Satellite,star_count,1,0.565,0.1299999999999999,HIGH,10,50
06_Satellite,star_count,2,0.537,0.07400000000000007,HIGH,10,50
06_Satellite,star_count,3,0.478,0.04400000000000004,LOW,10,50
06_Satellite,star_count,4,0.578,0.15599999999999992,HIGH,10,50
06_Satellite,star_count,5,0.598,0.19599999999999995,HIGH,10,50
06_Satellite,std_intensity,1,0.554,0.1080000000000001,HIGH,10,50
06_Satellite,std_intensity,2,0.496,0.008000000000000007,LOW,10,50
06_Satellite,std_intensity,3,0.56,0.1200000000000001,HIGH,10,50
06_Satellite,std_intensity,4,0.514,0.028000000000000025,HIGH,10,50
06_Satellite,std_intensity,5,0.472,0.05600000000000005,LOW,10,50
06_Satellite,streak_count,1,0.81,0.6200000000000001,HIGH,10,50
06_Satellite,streak_count,2,0.81,0.6200000000000001,HIGH,10,50
06_Satellite,streak_count,3,0.86,0.72,HIGH,10,50
06_Satellite,streak_count,4,0.81,0.6200000000000001,HIGH,10,50
06_Satellite,streak_count,5,0.9,0.8,HIGH,10,50
06_Satellite,valid_profile_count,1,0.565,0.1299999999999999,HIGH,10,50
06_Satellite,valid_profile_count,2,0.537,0.07400000000000007,HIGH,10,50
06_Satellite,valid_profile_count,3,0.478,0.04400000000000004,LOW,10,50
06_Satellite,valid_profile_count,4,0.578,0.15599999999999992,HIGH,10,50
06_Satellite,valid_profile_count,5,0.598,0.19599999999999995,HIGH,10,50
